"rt","m.z","p.value","mode"
0.361,393.20823,0.666051107784915,"positive"
0.707,393.20932,0.172001341600691,"positive"
1.368,393.21718,0.431326813719075,"positive"
0.378,393.22681,0.157462004160413,"positive"
1.767,393.24736,0.411196693820651,"positive"
0.994,393.24969,0.271702548030185,"positive"
4.065,393.29862,0.296456222745864,"positive"
0.375,393.31704,0.336598656620114,"positive"
0.347,393.37136,0.385201248560468,"positive"
1.369,393.58045,0.571434434915101,"positive"
0.639,393.75447,0.125643204364369,"positive"
0.742,393.75454,0.165326307882112,"positive"
2.522,393.93005,0.249487731523437,"positive"
0.511,394.13102,0.610509454986991,"positive"
0.38,394.20069,0.387285079150069,"positive"
0.347,394.22216,0.0248389789179628,"positive"
0.516,394.23521,0.456150844588962,"positive"
0.375,394.24231,0.895367143567749,"positive"
1.424,394.29489,0.184183328051668,"positive"
0.554,394.2995,0.38509822301874,"positive"
0.574,394.32321,0.396550845091003,"positive"
0.368,394.35226,0.404555631340811,"positive"
2.04,394.51731,0.559207846256891,"positive"
0.677,395.18223,0.503613348448182,"positive"
3.411,395.19453,0.382990880813224,"positive"
2.222,395.19559,0.711178803005616,"positive"
0.352,395.19561,0.285071066240333,"positive"
2.104,395.19589,0.601174942695449,"positive"
2.511,395.30438,0.913999838211687,"positive"
2.227,395.30453,0.419857505272028,"positive"
0.545,395.30458,0.166862007530816,"positive"
1.93,395.30467,0.606840189810564,"positive"
0.351,395.30471,0.300633291658999,"positive"
2.682,395.30474,0.415103113679681,"positive"
1.24,395.30479,0.419539661042832,"positive"
0.885,395.30482,0.535835153067955,"positive"
1.841,395.30485,0.777244616645322,"positive"
2.047,395.30526,0.419322685047867,"positive"
1.694,395.30528,0.419358143932734,"positive"
2.103,395.30529,0.419781695761112,"positive"
1.985,395.30577,0.419174644667877,"positive"
0.441,395.3059,0.422102347939746,"positive"
1.025,395.30826,0.421450000763596,"positive"
0.368,395.36381,0.809056223511522,"positive"
0.405,395.57607,0.391601446419632,"positive"
0.353,396.14622,0.300989782647863,"positive"
0.427,396.25839,0.443361883406087,"positive"
0.352,396.30883,0.32297555355876,"positive"
1.404,396.31076,0.293099909670838,"positive"
0.383,396.33179,0.153370247735209,"positive"
0.465,396.34727,0.0586496683850806,"positive"
0.338,396.41936,0.422813303682619,"positive"
0.57,396.45677,0.190030947052405,"positive"
0.392,397.20109,0.942385650539616,"positive"
0.855,397.22218,0.61481472595446,"positive"
1.596,397.24662,0.438334049988761,"positive"
0.413,397.28366,0.656847337601268,"positive"
2.601,397.30586,0.140968132134154,"positive"
0.502,397.30896,0.304412911971653,"positive"
0.704,397.37844,0.41699896650811,"positive"
1.714,397.79692,0.135661931737566,"positive"
1.499,397.79798,0.424758375581439,"positive"
0.979,398.27381,0.52696995422603,"positive"
0.383,398.27427,0.448826155935112,"positive"
0.737,398.27429,0.352176887175241,"positive"
0.442,398.2743,0.297317494925276,"positive"
1.373,398.32604,0.489188687648365,"positive"
0.927,398.34184,0.481364693612999,"positive"
0.719,398.36256,0.54498993209097,"positive"
0.369,398.37391,0.985606257451096,"positive"
0.886,398.7691,0.514520852586913,"positive"
0.35,399.18574,0.434006706957165,"positive"
0.882,399.20802,0.364547295137316,"positive"
2.922,399.20838,0.755404038640533,"positive"
3.016,399.20855,0.89548541771209,"positive"
1.496,399.20858,0.935837318066608,"positive"
0.857,399.22789,0.424128636965549,"positive"
0.966,399.2458,0.866957176976946,"positive"
1.162,399.24632,0.763528585277018,"positive"
0.794,399.24655,0.530201929376159,"positive"
0.348,399.2507,0.343601827044646,"positive"
1.821,399.25664,0.410179546524921,"positive"
0.342,399.2737,0.293944755979622,"positive"
0.442,399.2776,0.306363723077791,"positive"
4.059,399.30669,0.762918013847494,"positive"
0.376,399.31053,0.228659232373466,"positive"
2.044,399.35582,0.984516979755783,"positive"
1.557,399.35768,0.0861300307891578,"positive"
2.219,399.35771,0.687967246339205,"positive"
1.239,399.35822,0.278061429389086,"positive"
1.942,399.35824,0.52008483187168,"positive"
0.42,399.35828,0.411618011336012,"positive"
0.786,399.39383,0.453300930046912,"positive"
0.946,399.39521,0.268231311447761,"positive"
2.017,399.59106,0.223412378189449,"positive"
1.811,399.59151,0.424395568368514,"positive"
1.162,399.74785,0.226636441198964,"positive"
0.343,400.18132,0.285073492453907,"positive"
0.589,400.25223,0.327464642808114,"positive"
2.215,400.26896,0.294737380296292,"positive"
0.343,400.27023,0.27409755406112,"positive"
0.465,400.29043,0.33670134693598,"positive"
0.373,400.30658,0.206751893760089,"positive"
0.777,400.34084,0.15936471235672,"positive"
0.876,400.3424,0.969213542437012,"positive"
1.36,400.34251,0.490050619337203,"positive"
0.711,400.37869,0.825435944192985,"positive"
0.473,401.15213,0.702759783036109,"positive"
3.263,401.15697,0.0963357779996578,"positive"
0.731,401.18525,0.428953717619081,"positive"
0.883,401.20536,0.72083884918622,"positive"
1.498,401.2059,0.716992004084885,"positive"
0.35,401.21645,0.436546899871678,"positive"
0.998,401.26151,0.280830945860732,"positive"
0.443,401.26811,0.162782254180513,"positive"
0.341,401.28877,0.414436389027255,"positive"
0.415,401.33983,0.133477681908253,"positive"
0.36,401.34161,0.198436030133895,"positive"
2.109,401.34712,0.425884991752375,"positive"
1.707,401.34846,0.0225093074056448,"positive"
2.214,401.34858,0.403044885494812,"positive"
1.359,401.4908,0.42828955155769,"positive"
0.513,402.07229,0.49454768960865,"positive"
4.156,402.07646,0.425068577613828,"positive"
3.404,402.09692,0.0491173216722043,"positive"
3.222,402.09775,0.292511593152644,"positive"
1.401,402.21143,0.915432895566914,"positive"
0.358,402.21297,0.97970570630539,"positive"
2.848,402.2328,0.161746466499776,"positive"
0.41,402.24875,0.394736589210775,"positive"
0.522,402.26869,0.151865835772678,"positive"
0.603,402.2697,0.21065666542517,"positive"
2.339,402.28423,0.316562240305446,"positive"
0.342,402.28473,0.33643425301934,"positive"
2.211,402.28478,0.0884445885690146,"positive"
0.872,402.30246,0.812678808486595,"positive"
2.222,402.35712,0.933138749864122,"positive"
0.868,402.35716,0.799688954041635,"positive"
2.102,402.35745,0.414585231130807,"positive"
0.584,402.37282,0.157538517819778,"positive"
3.224,403.10185,0.516309199616728,"positive"
0.496,403.11027,0.553012585649097,"positive"
0.375,403.13826,0.934803293284713,"positive"
3.407,403.14665,0.933309356480192,"positive"
4.064,403.19306,0.433478193602368,"positive"
0.413,403.2116,0.415182187276405,"positive"
0.342,403.23261,0.42952307433876,"positive"
2.31,403.24331,0.979063235743638,"positive"
2.641,403.24337,0.732828751065728,"positive"
0.368,403.24818,0.210687021765005,"positive"
0.414,403.35689,0.348108303817749,"positive"
0.355,403.37816,0.537356355538083,"positive"
0.909,403.92931,0.43391319889022,"positive"
0.624,404.08847,0.709007536684792,"positive"
0.412,404.13366,0.393887068189336,"positive"
0.408,404.22563,0.244420007225451,"positive"
0.511,404.25837,0.601324724508826,"positive"
0.909,404.2621,0.522471826433383,"positive"
1.591,404.26275,0.0783035153360461,"positive"
0.345,404.26374,0.162261186855755,"positive"
0.694,404.33671,0.63348329759538,"positive"
0.493,405.06302,0.411158941414307,"positive"
0.521,405.15845,0.423402822507922,"positive"
1.771,405.15925,0.220378360923019,"positive"
0.434,405.18897,0.247538650016293,"positive"
0.359,405.20929,0.34589723961966,"positive"
0.353,405.26348,0.225396825790027,"positive"
1.995,405.27288,0.138804511635797,"positive"
0.452,405.2821,0.409545467374586,"positive"
0.352,405.31822,0.49992236446081,"positive"
0.348,405.33661,0.381081844443755,"positive"
0.365,405.35729,0.335371886222268,"positive"
0.415,405.37296,0.43076591945881,"positive"
1.99,405.52435,0.476386247930191,"positive"
1.871,405.52523,0.996988691232465,"positive"
2.31,405.59671,0.0766744731787349,"positive"
0.453,405.78393,0.21840482314896,"positive"
2.312,405.93098,0.280271751458351,"positive"
0.343,406.24075,0.261446445172219,"positive"
0.542,406.27158,0.11219518777483,"positive"
2.637,406.29086,0.737602565733497,"positive"
2.23,406.78407,0.052244809844877,"positive"
2.058,406.78448,0.0892097349650954,"positive"
2.37,406.78467,0.182353070730131,"positive"
1.948,406.78525,0.811534151505635,"positive"
1.794,406.78538,0.990699985396147,"positive"
1.18,407.13693,0.422773148334017,"positive"
4.771,407.1519,0.299077235678263,"positive"
0.521,407.15555,0.417738265439343,"positive"
2.85,407.18742,0.296631493893222,"positive"
0.352,407.20108,0.481995323648248,"positive"
0.375,407.24239,0.135998884800577,"positive"
0.349,407.27935,0.366505370839087,"positive"
0.378,407.33689,0.479500867638161,"positive"
0.462,407.34667,0.523207303494357,"positive"
0.343,407.35192,0.37276095470165,"positive"
0.439,408.03805,0.883223925988088,"positive"
0.584,408.05988,0.455976975030866,"positive"
0.36,408.08684,0.35557043071287,"positive"
0.377,408.12056,0.424170801672404,"positive"
0.358,408.1468,0.171508945089218,"positive"
2.11,408.17903,0.218444615050781,"positive"
2.982,408.17931,0.617079217876303,"positive"
2.218,408.17958,0.796102633176888,"positive"
3.524,408.17962,0.162933106595877,"positive"
3.401,408.17968,0.936931456028305,"positive"
2.54,408.17972,0.186404045253713,"positive"
0.376,408.21399,0.431784310843353,"positive"
2.94,408.24293,0.324354615345093,"positive"
0.887,408.24439,0.497997102522046,"positive"
2.77,408.24979,0.313930635771854,"positive"
0.638,408.26926,0.197494429951716,"positive"
0.602,408.3031,0.731813439906471,"positive"
0.36,408.30812,0.6949809161983,"positive"
1.942,408.32387,0.832658599685258,"positive"
0.654,408.3309,0.482260140588152,"positive"
2.107,408.3674,0.290085002224238,"positive"
0.367,408.36804,0.488918977090818,"positive"
0.457,408.36837,0.187452680150767,"positive"
0.582,408.38403,0.22909171063133,"positive"
3.391,409.06664,0.18891186925897,"positive"
1.182,409.13379,0.422739169662314,"positive"
0.355,409.1503,0.568120676854232,"positive"
1.03,409.18012,0.43377213076635,"positive"
0.708,409.18317,0.22203385469582,"positive"
3.408,409.18727,0.429438060143255,"positive"
0.354,409.2112,0.381909877883846,"positive"
1.622,409.28246,0.0264237125357731,"positive"
3.255,409.28314,0.317611334400622,"positive"
2.511,409.31938,0.149708030719302,"positive"
0.885,409.31946,0.285301337391163,"positive"
1.472,409.31988,0.587657184184984,"positive"
0.632,409.32018,0.706805844349046,"positive"
2.105,409.32019,0.582760287160495,"positive"
1.532,409.32023,0.128146108378764,"positive"
1.979,409.32023,0.336262944678205,"positive"
1.84,409.32033,0.839094864753205,"positive"
2.048,409.32043,0.458519821062369,"positive"
2.682,409.32045,0.786301017228531,"positive"
1.239,409.32049,0.212688257815011,"positive"
0.351,409.3205,0.369999050001729,"positive"
1.681,409.3205,0.914146572465873,"positive"
2.225,409.32082,0.68428241233194,"positive"
0.542,409.32082,0.234987552334501,"positive"
0.446,409.34146,0.723384757932775,"positive"
0.884,409.76377,0.481288898961373,"positive"
0.883,410.01483,0.552962496931257,"positive"
3.392,410.0647,0.190917150954474,"positive"
0.397,410.08769,0.397805326529995,"positive"
0.403,410.11777,0.494029099073445,"positive"
0.355,410.16199,0.241648422677721,"positive"
4.586,410.16202,0.618516112122646,"positive"
0.366,410.21543,0.589997965619192,"positive"
0.41,410.27427,0.429326406218836,"positive"
1.581,410.28926,0.158950260733698,"positive"
1.936,410.28951,0.702119105897739,"positive"
1.457,410.29089,0.146197543486341,"positive"
0.381,410.3478,0.263458220771137,"positive"
0.576,410.39867,0.271799147093467,"positive"
0.53,410.47152,0.258604487411524,"positive"
0.889,410.82393,0.392896029401334,"positive"
0.402,411.08803,0.319191802709457,"positive"
0.344,411.17282,0.825151638598658,"positive"
0.677,411.22145,0.194657053534348,"positive"
0.591,411.22218,0.120399242710414,"positive"
0.413,411.3,0.194317280759433,"positive"
0.487,411.33294,0.750489101838301,"positive"
0.358,411.38375,0.799445994412008,"positive"
0.393,412.01203,0.707612529522448,"positive"
0.392,412.06637,0.749234065193129,"positive"
0.393,412.1204,0.945537922761429,"positive"
2.888,412.20883,0.316600730299682,"positive"
0.49,412.223,0.195699624616952,"positive"
0.657,412.25303,0.0256491348042518,"positive"
0.532,412.25496,0.158720328712303,"positive"
1.656,412.28417,0.56964767904344,"positive"
3.123,412.28486,0.0866193318336371,"positive"
0.374,412.28978,0.421547651376414,"positive"
2.706,412.30414,0.317007690781469,"positive"
1.895,412.30562,0.277905316909636,"positive"
1.557,412.30589,0.0126175284823359,"positive"
0.806,412.32163,0.636333667762636,"positive"
0.405,412.32591,0.508006828067117,"positive"
0.345,412.34226,0.979900877717686,"positive"
0.633,412.37652,0.306802897428841,"positive"
0.534,412.37879,0.671045664492606,"positive"
0.368,412.39029,0.402438769331995,"positive"
0.998,412.74624,0.469675459582697,"positive"
1.775,412.76724,0.00807033359329359,"positive"
0.392,413.01315,0.791077390618575,"positive"
0.394,413.06359,0.829126440167114,"positive"
4.169,413.18715,0.0454906727095271,"positive"
0.356,413.19536,0.633925389483756,"positive"
0.473,413.24293,0.435263614905026,"positive"
0.997,413.24815,0.279666170937663,"positive"
1.242,413.26456,0.42529651829922,"positive"
4.067,413.2671,0.244070863515639,"positive"
2.689,413.28274,0.221931034974024,"positive"
0.345,413.30825,0.806619109186102,"positive"
0.392,413.32445,0.296969719296498,"positive"
1.5,413.33697,0.0445879905068752,"positive"
0.347,413.38023,0.270627171261636,"positive"
1.485,413.80094,0.509889816668231,"positive"
0.394,414.05407,0.854275814374533,"positive"
0.348,414.22703,0.746252170004653,"positive"
0.394,414.24881,0.256911490807038,"positive"
0.702,414.25093,0.0890868494015716,"positive"
0.539,414.28686,0.120179468434229,"positive"
2.165,414.29916,0.974150145933956,"positive"
1.147,414.29938,0.796262562341707,"positive"
2.106,414.2999,0.458531691460101,"positive"
0.857,414.30005,0.993302205024655,"positive"
3.284,414.30036,0.419885790140247,"positive"
0.437,414.30514,0.414347189584321,"positive"
0.369,414.32086,0.915826917087661,"positive"
1.857,414.32101,0.739019494156451,"positive"
1.648,414.32109,0.424209516324153,"positive"
1.242,414.33674,0.242022509553665,"positive"
1.339,414.35629,0.770716741943499,"positive"
0.346,414.35702,0.369048638573266,"positive"
0.771,414.3574,0.972121929227413,"positive"
1.032,414.76218,0.0926316107066694,"positive"
0.39,415.10999,0.876660131214087,"positive"
0.813,415.14514,0.928229814830643,"positive"
0.916,415.20146,0.586796331502656,"positive"
0.662,415.20167,0.518586582340801,"positive"
0.515,415.21113,0.505929426432179,"positive"
0.392,415.213,0.982079073032176,"positive"
0.539,415.23282,0.228044574443881,"positive"
0.733,415.25328,0.331499318280036,"positive"
0.499,415.27337,0.494367540334533,"positive"
0.408,415.27676,0.434324950188657,"positive"
1.428,415.28017,0.447838004566314,"positive"
1.769,415.30233,0.418298470438668,"positive"
0.392,415.55672,0.979432143066262,"positive"
0.392,415.78564,0.975956232917968,"positive"
0.549,416.08836,0.685735210073515,"positive"
0.393,416.11518,0.938605772516063,"positive"
0.642,416.18587,0.318441887186363,"positive"
4.3,416.21296,0.940214518132355,"positive"
0.343,416.21473,0.830439369149562,"positive"
0.542,416.22736,0.212826321228318,"positive"
0.99,416.22772,0.118835322388688,"positive"
0.476,416.24904,0.145328821687245,"positive"
2.23,416.28494,0.115505518921738,"positive"
0.343,416.29994,0.242133550283251,"positive"
1.234,416.31544,0.215731754237482,"positive"
2.461,416.31624,0.586341345714535,"positive"
1.682,416.33669,0.0787830602193987,"positive"
1.857,416.33707,0.465803324530171,"positive"
0.677,416.37311,0.922331480625852,"positive"
0.857,416.37379,0.385668266521931,"positive"
0.578,416.37393,0.489153103066097,"positive"
0.392,416.53505,0.900872048795698,"positive"
0.393,416.58457,0.860651288766301,"positive"
2.232,416.62018,0.577907275272672,"positive"
0.392,416.64981,0.855619312324052,"positive"
0.392,416.67378,0.831265998128133,"positive"
0.392,416.77583,0.974432478920061,"positive"
0.393,416.84298,0.870984490306509,"positive"
0.39,416.8797,0.939851285935698,"positive"
0.395,416.92236,0.937775361625589,"positive"
0.393,416.93862,0.958762981110201,"positive"
4.097,416.96212,0.214630588175261,"positive"
0.718,417.1365,0.355798933872132,"positive"
0.345,417.21215,0.415158592870715,"positive"
2.502,417.23921,0.455806627863701,"positive"
2.385,417.25936,0.425567215835094,"positive"
1.895,417.25936,0.422064685922959,"positive"
0.344,417.30142,0.421038275040506,"positive"
0.919,417.30738,0.438985403234091,"positive"
0.402,417.33621,0.42379671445006,"positive"
0.393,417.42203,0.77028519770169,"positive"
0.393,417.45931,0.835404935712572,"positive"
0.39,417.62353,0.814360755164172,"positive"
0.391,417.65398,0.897116725941123,"positive"
0.393,417.67534,0.214509864240215,"positive"
0.472,417.80172,0.0503903631444508,"positive"
0.388,417.90379,0.399919873567888,"positive"
0.392,417.97597,0.902986299760912,"positive"
0.388,418.00705,0.823823210572041,"positive"
0.392,418.02306,0.757121203895359,"positive"
0.392,418.0392,0.848613685285423,"positive"
0.288,418.09465,0.437117675520672,"positive"
0.487,418.24355,0.129825656191358,"positive"
0.692,418.24644,0.309811118282394,"positive"
0.999,418.26443,0.118847914811962,"positive"
0.607,418.26485,0.288646021439375,"positive"
0.342,418.31709,0.262134032032411,"positive"
3.241,419.124,0.643649912274305,"positive"
3.404,419.12427,0.018603520056842,"positive"
0.402,419.13394,0.444781993210415,"positive"
0.802,419.19965,0.407235445435968,"positive"
0.613,419.30885,0.0666899168624887,"positive"
0.339,419.3154,0.84538533006823,"positive"
0.396,419.35201,0.42510463326485,"positive"
1.174,419.77438,0.139017886191807,"positive"
1.184,419.83229,0.164509653312329,"positive"
0.522,419.94388,0.442153144198934,"positive"
4.165,419.98235,0.414140467898435,"positive"
0.43,420.25874,0.464063857194993,"positive"
0.484,420.28804,0.161632301834144,"positive"
2.47,420.28997,0.214997349593833,"positive"
0.383,420.33129,0.0454770615444037,"positive"
0.375,421.11593,0.44263701595165,"positive"
0.677,421.15241,0.432529682856638,"positive"
0.522,421.1536,0.404769282644131,"positive"
0.475,421.20335,0.343121632965669,"positive"
0.359,421.2039,0.628175013847613,"positive"
0.452,421.22338,0.162815474911195,"positive"
4.065,421.23227,0.949914820924034,"positive"
0.373,421.2576,0.0755675763980246,"positive"
0.834,421.25876,0.750388817142331,"positive"
0.998,421.25891,0.734045463167759,"positive"
0.374,421.35185,0.301084923361118,"positive"
0.462,421.36348,0.234623157932763,"positive"
0.41,421.36878,0.3246116178013,"positive"
0.69,422.10003,0.422701244152879,"positive"
0.423,422.16113,0.115462623883136,"positive"
1.941,422.1939,0.371431620995078,"positive"
2.542,422.19408,0.402541841162929,"positive"
2.099,422.19532,0.28341848991862,"positive"
2.219,422.19619,0.139943149524671,"positive"
0.352,422.19995,0.582855816371738,"positive"
0.534,422.23996,0.135236365902558,"positive"
0.343,422.29014,0.416155422571291,"positive"
1.365,422.32677,0.531192241377632,"positive"
0.626,422.3304,0.501073082660437,"positive"
0.365,422.38363,0.33268657492425,"positive"
0.55,422.39926,0.234754859737262,"positive"
0.424,422.39932,0.33542698124766,"positive"
0.521,423.11726,0.421074081750743,"positive"
2.847,423.16246,0.0685693783028072,"positive"
3.211,423.16335,0.315534794748857,"positive"
0.523,423.16928,0.422608785117386,"positive"
0.358,423.22605,0.229842964464678,"positive"
0.521,423.22741,0.461754488604497,"positive"
4.06,423.23631,0.630560342067662,"positive"
1.01,423.27437,0.191764072720284,"positive"
0.89,423.32113,0.159990588962372,"positive"
0.623,423.33523,0.568456426813975,"positive"
2.683,423.33526,0.665308034811237,"positive"
1.238,423.33607,0.355131955877545,"positive"
2.518,423.33607,0.533216610145987,"positive"
0.541,423.33608,0.249025528549404,"positive"
1.54,423.33614,0.574171182671412,"positive"
2.097,423.33623,0.250374607382381,"positive"
1.932,423.33624,0.900346148030804,"positive"
2.225,423.33626,0.437581642536666,"positive"
1.84,423.33648,0.552599460711234,"positive"
0.35,423.33698,0.784716181337675,"positive"
0.584,424.03312,0.420157625526679,"positive"
0.687,424.09672,0.422325973328857,"positive"
0.357,424.12923,0.404558118561853,"positive"
0.42,424.17762,0.103274784665163,"positive"
0.359,424.28182,0.691529293672169,"positive"
0.349,424.32974,0.805119211718306,"positive"
1.344,424.34172,0.271003505334659,"positive"
0.997,424.36283,0.368968554789443,"positive"
0.472,424.36317,0.0404999236647569,"positive"
0.378,424.36345,0.488874103165955,"positive"
2.105,424.36374,0.259000026262586,"positive"
3.012,424.36397,0.934157789647449,"positive"
0.53,424.49081,0.461983484061495,"positive"
0.877,424.84013,0.170685411901747,"positive"
0.37,424.94125,0.885482440571702,"positive"
0.443,425.04181,0.318850497766298,"positive"
0.408,425.10937,0.456769143209312,"positive"
0.413,425.13341,0.514415494220224,"positive"
0.36,425.1486,0.418186231651964,"positive"
5.157,425.1626,0.186501794715475,"positive"
0.523,425.16637,0.422800756459474,"positive"
4.063,425.21439,0.421229047195818,"positive"
0.521,425.22418,0.485934461867831,"positive"
0.659,425.24952,0.102894958652627,"positive"
0.339,425.2536,0.296100669819875,"positive"
0.402,425.31038,0.379313017484204,"positive"
0.565,425.33639,0.0496969845699212,"positive"
1.515,425.37326,0.556016692034773,"positive"
0.419,425.77431,0.715947369972425,"positive"
0.633,425.91337,0.517641583793249,"positive"
0.627,425.96063,0.614615071725171,"positive"
0.623,426.025,0.936295262526015,"positive"
0.343,426.11469,0.221426450276024,"positive"
0.382,426.13063,0.429795458417749,"positive"
0.609,426.19074,0.427249108224685,"positive"
0.418,426.19365,0.0617849179325519,"positive"
0.342,426.21809,0.375185383617447,"positive"
0.779,426.2266,0.399112895213569,"positive"
2.633,426.26091,0.913332270569929,"positive"
0.505,426.26994,0.232486500827178,"positive"
0.37,426.3051,0.529664752605303,"positive"
0.879,426.30582,0.937910346141888,"positive"
0.969,426.32164,0.436973385229024,"positive"
0.398,426.34223,0.0850557130286153,"positive"
0.866,426.35739,0.534533664279663,"positive"
1.319,426.3578,0.72472636403801,"positive"
0.529,426.39361,0.41531757818912,"positive"
0.343,426.39394,0.343242904771633,"positive"
1.483,426.80899,0.307055933829553,"positive"
1.776,426.82785,0.551129033922232,"positive"
0.384,426.97721,0.523938760561134,"positive"
0.385,426.9967,0.643858915201773,"positive"
0.493,427.00683,0.428849619011507,"positive"
3.398,427.09327,0.232141711949435,"positive"
0.354,427.16793,0.378959430635303,"positive"
0.383,427.21032,0.413919723881587,"positive"
1.167,427.24396,0.936428881145873,"positive"
0.907,427.25869,0.422578273075059,"positive"
0.44,427.26477,0.311237592852182,"positive"
0.339,427.26915,0.278445237438576,"positive"
0.411,427.30131,0.279766345949581,"positive"
0.481,427.31352,0.4222254551706,"positive"
1.03,427.35237,0.360686751099705,"positive"
0.873,427.3535,0.791469990556129,"positive"
0.349,427.35755,0.391873254057838,"positive"
0.636,427.3799,0.890775616009784,"positive"
1.508,427.38857,0.050487974112241,"positive"
0.799,427.42475,0.442921842261845,"positive"
0.441,427.59868,0.568727371352611,"positive"
1.485,427.8145,0.793216912219591,"positive"
0.48,427.81588,0.443814275938557,"positive"
0.441,427.93304,0.393764388408429,"positive"
0.432,428.13589,0.81921494027606,"positive"
0.417,428.22763,0.888062479433223,"positive"
0.678,428.24837,0.172149180585991,"positive"
0.821,428.2487,0.0566232053505444,"positive"
0.595,428.24889,0.247223573475169,"positive"
0.443,428.28505,0.418328723533981,"positive"
2.713,428.28697,0.0891373574092385,"positive"
1.189,428.31566,0.269618214072115,"positive"
0.417,428.32146,0.236669070309223,"positive"
0.754,428.37269,0.185166914883899,"positive"
0.853,428.37338,0.576195372364152,"positive"
0.624,428.40922,0.463968802114243,"positive"
0.542,428.78679,0.234340001442455,"positive"
0.394,428.90831,0.63840123950227,"positive"
0.395,428.95236,0.742773222216528,"positive"
0.395,428.98239,0.258667151886894,"positive"
0.724,428.99794,0.169106143112903,"positive"
0.48,429.11121,0.573340777874037,"positive"
0.411,429.19022,0.329034013075287,"positive"
0.631,429.21756,0.650984996965878,"positive"
0.383,429.22639,0.993284554285071,"positive"
2.846,429.24386,0.235572486587303,"positive"
1.672,429.259,0.370616243070727,"positive"
0.443,429.28857,0.397683069057305,"positive"
0.498,429.28993,0.503367172450241,"positive"
2.102,429.29107,0.849846493415867,"positive"
1.577,429.29238,0.806561297622304,"positive"
1.257,429.29485,0.875963556687924,"positive"
1.769,429.3176,0.377348903370515,"positive"
4.069,429.3182,0.764653055388412,"positive"
0.471,429.31821,0.178111913509876,"positive"
0.63,429.32239,0.166287284630237,"positive"
0.551,429.37186,0.350839149352783,"positive"
0.341,429.37225,0.559513645440441,"positive"
1.577,429.37256,0.52374821275053,"positive"
0.341,429.43094,0.730046433425371,"positive"
0.628,429.56692,0.230587773472633,"positive"
0.634,429.59244,0.263590215385474,"positive"
0.619,429.78723,0.440616819448132,"positive"
0.63,429.8919,0.915423422746927,"positive"
4.107,430.0069,0.120024962012363,"positive"
3.401,430.10689,0.284150818940978,"positive"
5.172,430.15465,0.379245922525665,"positive"
3.406,430.16088,0.594232351831612,"positive"
3.703,430.16095,0.153160148925895,"positive"
3.531,430.16153,0.710380946519331,"positive"
4.065,430.16157,0.337007718649159,"positive"
0.383,430.18983,0.569626156844337,"positive"
0.362,430.22167,0.826917209878755,"positive"
0.384,430.2431,0.689421263381895,"positive"
2.776,430.26346,0.252251117138048,"positive"
3.123,430.29534,0.423049782267988,"positive"
0.466,430.30133,0.425364216869659,"positive"
2.009,430.31589,0.61596097717586,"positive"
0.34,430.31627,0.121709129688193,"positive"
0.385,430.34889,0.765342281935297,"positive"
1.561,430.35353,0.506986150156147,"positive"
0.842,430.38882,0.50010611146066,"positive"
0.342,430.4377,0.79060546764879,"positive"
0.842,430.44789,0.666199255829475,"positive"
0.634,430.66242,0.570661660605301,"positive"
0.647,430.78384,0.37804095999493,"positive"
4.1,430.91421,0.0410549612255256,"positive"
2.078,430.96002,0.627976978095943,"positive"
2.15,430.96019,0.607772676502253,"positive"
1.977,430.96074,0.421132618140906,"positive"
0.529,431.12649,0.586914072006158,"positive"
0.452,431.2059,0.487274886110284,"positive"
0.347,431.22718,0.430092730172731,"positive"
0.707,431.26473,0.191995702312774,"positive"
1.974,431.29395,0.426791617348886,"positive"
2.186,431.29481,0.827850627039459,"positive"
2.078,431.29488,0.459913812226615,"positive"
0.442,431.3152,0.422564576192174,"positive"
0.297,431.35118,0.0220472170831405,"positive"
2.084,431.62963,0.791483982178123,"positive"
1.98,431.63001,0.420660989553142,"positive"
0.998,431.72341,0.863956746479324,"positive"
4.129,431.98435,0.280353349664638,"positive"
0.439,432.00389,0.846494268176515,"positive"
1.621,432.08114,0.972321131737598,"positive"
2.992,432.17888,0.332994396420974,"positive"
0.393,432.23858,0.813910370304334,"positive"
0.577,432.26223,0.332314301799686,"positive"
0.732,432.28009,0.341500038316046,"positive"
1.03,432.28013,0.353439731632846,"positive"
0.342,432.2949,0.232345732517598,"positive"
2.095,432.30981,0.206480699736008,"positive"
2.15,432.31011,0.233736035922632,"positive"
1.15,432.31038,0.392016455617579,"positive"
3.284,432.31094,0.547415447977127,"positive"
0.393,432.34359,0.797171866091357,"positive"
0.343,432.34764,0.135934913605653,"positive"
0.676,432.36885,0.294966161071609,"positive"
0.393,432.56394,0.800207187313922,"positive"
0.393,432.58907,0.78480762966328,"positive"
0.393,432.82301,0.843298893458835,"positive"
0.392,432.92682,0.667484348249314,"positive"
1.627,433.07862,0.975738103960905,"positive"
0.352,433.17774,0.877381620866787,"positive"
0.678,433.2043,0.084031658132462,"positive"
0.612,433.22897,0.396548563996428,"positive"
0.473,433.33058,0.422595821995453,"positive"
0.392,433.70854,0.604082489192606,"positive"
0.393,433.96923,0.203595446068387,"positive"
4.131,434,0.352003705213551,"positive"
0.44,434.00225,0.804592765803756,"positive"
1.619,434.07747,0.560305780356395,"positive"
0.345,434.2386,0.423054901144678,"positive"
0.495,434.25323,0.25794598985527,"positive"
0.347,434.27413,0.128014884642386,"positive"
