"rt","m.z","p.value","mode"
2.33,365.91776,0.440679207655063,"positive"
2.223,365.91784,0.595793637772152,"positive"
4.115,366.01228,0.00551468394386575,"positive"
4.221,366.05782,0.49486755255614,"positive"
0.525,366.0897,0.492876456449845,"positive"
1.125,366.10309,0.500025516166442,"positive"
0.374,366.18525,0.851957070131996,"positive"
1.49,366.26348,0.0411005036239251,"positive"
0.582,366.29179,0.440884483035429,"positive"
0.373,366.30063,0.350559554874938,"positive"
0.374,366.32117,0.679791301529064,"positive"
0.357,366.37345,0.376836872126681,"positive"
0.586,366.41139,0.612780120211569,"positive"
0.355,366.55282,0.722208333582779,"positive"
5.566,367.05638,0.351368392152516,"positive"
4.149,367.08288,0.0296523986840172,"positive"
0.378,367.16506,0.902772285319753,"positive"
0.66,367.19651,0.15141905026622,"positive"
0.409,367.2116,0.610990153421687,"positive"
0.432,367.23188,0.0101189949153834,"positive"
0.348,367.24749,0.555716310347048,"positive"
0.407,367.26859,0.503095416255645,"positive"
2.542,367.27299,0.462377075378116,"positive"
0.549,367.27315,0.526288341812716,"positive"
0.894,367.27381,0.901469852008507,"positive"
2.1,367.27388,0.272029298285816,"positive"
1.243,367.27408,0.912052011987651,"positive"
2.222,367.27444,0.588475213538107,"positive"
2.683,367.27465,0.608215954693847,"positive"
0.373,367.30237,0.672461090689414,"positive"
0.651,367.36785,0.158495441147205,"positive"
0.42,367.47825,0.360233807617139,"positive"
1.422,367.48681,0.440356396385933,"positive"
0.581,368.06728,0.505067685362619,"positive"
0.445,368.08246,0.505031413826986,"positive"
1.125,368.09998,0.50012743399329,"positive"
0.456,368.1153,0.973117876989639,"positive"
4.141,368.12825,0.428954985473585,"positive"
3.247,368.21983,0.264097875075126,"positive"
0.401,368.26415,0.417126443153565,"positive"
1.45,368.27965,0.38538481364653,"positive"
0.582,368.28896,0.43451179816249,"positive"
0.363,368.31605,0.56275704088004,"positive"
0.51,368.35186,0.431573101617793,"positive"
0.648,368.35195,0.0810041378010137,"positive"
0.422,368.35214,0.162244870669329,"positive"
0.34,368.38954,0.675821947167674,"positive"
0.576,368.42516,0.251133570016432,"positive"
0.581,368.52257,0.60983410136781,"positive"
0.931,368.71923,0.551702478457374,"positive"
0.346,369.12464,0.589970508389499,"positive"
0.445,369.14405,0.925931520167205,"positive"
3.522,369.1507,0.672128195768243,"positive"
3.206,369.1666,0.0861384860707026,"positive"
4.062,369.18868,0.677399850715473,"positive"
0.375,369.19126,0.815563005698239,"positive"
0.534,369.21672,0.477539137354617,"positive"
0.421,369.25275,0.500266389950375,"positive"
0.565,369.29231,0.501415461351016,"positive"
0.858,369.34688,0.515853174839101,"positive"
0.421,369.35155,0.843693828138463,"positive"
0.355,369.35166,0.988492139920437,"positive"
0.778,369.38388,0.700682563333379,"positive"
0.438,370.08321,0.522475788003945,"positive"
2.064,370.1833,0.326066840175571,"positive"
2.219,370.20903,0.900530257523483,"positive"
0.357,370.20914,0.637376764694006,"positive"
0.677,370.22326,0.0239482590907229,"positive"
0.471,370.27954,0.499471739430953,"positive"
1.421,370.29489,0.306340004059546,"positive"
0.347,370.29579,0.485509884426297,"positive"
0.518,370.30603,0.601495970364818,"positive"
0.682,370.33059,0.418460885991556,"positive"
0.382,370.33174,0.48356065104266,"positive"
1.419,370.34957,0.358133601036902,"positive"
0.562,370.36811,0.193418839216338,"positive"
0.438,370.43095,0.496859921394682,"positive"
0.438,370.61181,0.502592449838863,"positive"
0.438,370.70923,0.497451026865483,"positive"
0.961,370.73395,0.427467138881368,"positive"
0.962,370.95973,0.501846226498551,"positive"
0.341,371.10134,0.509443130002332,"positive"
0.417,371.12611,0.964188607811374,"positive"
3.039,371.13754,0.500253094340208,"positive"
0.374,371.20617,0.196830852756373,"positive"
2.265,371.20728,0.468015995741091,"positive"
0.71,371.22689,0.466938519475915,"positive"
4.064,371.23945,0.984571016664001,"positive"
0.342,371.24311,0.133700145640109,"positive"
2.219,371.32582,0.607067405619566,"positive"
2.918,371.32609,0.307399406045331,"positive"
1.621,371.32619,0.660824919410622,"positive"
2.119,371.32624,0.325292080628798,"positive"
1.507,371.32661,0.235620659293411,"positive"
1.811,371.32688,0.747953074165758,"positive"
1.243,371.32694,0.678219417351966,"positive"
0.427,371.32698,0.637263846846342,"positive"
2.543,371.32714,0.445033299745714,"positive"
1.944,371.32716,0.205471882493376,"positive"
0.976,371.36321,0.234440302441929,"positive"
0.961,371.74179,0.520308449495847,"positive"
0.346,371.78297,0.967947773885853,"positive"
5.167,372.04429,0.456570841695789,"positive"
4.217,372.06591,0.5000626407033,"positive"
4.226,372.13967,0.49989349700763,"positive"
4.336,372.18567,0.366436807266692,"positive"
0.378,372.2014,0.661033107186513,"positive"
0.859,372.21939,0.220164640929375,"positive"
0.741,372.21957,0.508482324398801,"positive"
0.463,372.22257,0.737926361964823,"positive"
0.647,372.24295,0.631882308268753,"positive"
0.541,372.2589,0.150662893453011,"positive"
0.378,372.29022,0.504012408686893,"positive"
1.423,372.31019,0.278987610533629,"positive"
0.349,372.31799,0.295357096460851,"positive"
0.862,372.34645,0.514238115116357,"positive"
0.727,372.34653,0.316820154761926,"positive"
0.409,372.34662,0.401208023873965,"positive"
0.725,372.72128,0.312771019416017,"positive"
0.463,373.22607,0.78134465313988,"positive"
2.215,373.23305,0.0911126359909196,"positive"
0.342,373.25876,0.17402712587002,"positive"
0.968,373.27313,0.25311116275671,"positive"
0.438,373.28553,0.116810394400077,"positive"
1.831,373.31541,0.749741700809608,"positive"
4.108,373.94831,0.5433778202424,"positive"
0.516,374.12771,0.507055377186668,"positive"
0.417,374.21624,0.812133633526456,"positive"
0.658,374.21965,0.260157571800888,"positive"
0.589,374.23823,0.00920641054061663,"positive"
2.224,374.30024,0.0955017072709207,"positive"
1.239,374.30158,0.323809004052781,"positive"
2.112,374.30192,0.396939393857664,"positive"
0.37,374.3028,0.516541091832064,"positive"
0.577,374.31792,0.394981183143074,"positive"
0.896,374.32622,0.488070728883493,"positive"
0.446,374.33714,0.901865940391591,"positive"
0.597,374.34098,0.501222532403989,"positive"
1.233,374.57777,0.232717692305741,"positive"
0.413,374.68569,0.965358298846625,"positive"
3.233,374.80807,0.148518690973042,"positive"
1.233,374.91353,0.435935428245212,"positive"
2.382,374.92275,0.283189749108512,"positive"
3.406,375.09742,0.130360783924153,"positive"
3.223,375.09777,0.142383089966399,"positive"
4.172,375.13894,0.499766749119824,"positive"
0.347,375.20019,0.548241039592458,"positive"
1.029,375.21395,0.730469024974567,"positive"
3.24,375.21402,0.956944941674931,"positive"
1.253,375.24612,0.90618309090498,"positive"
0.652,375.30456,0.144758127333489,"positive"
0.345,375.34586,0.768729403206006,"positive"
0.347,375.36305,0.537377142168117,"positive"
1.249,375.76565,0.491281346178544,"positive"
1.515,375.76658,0.593614048776563,"positive"
1.947,375.78514,0.469613853949923,"positive"
0.35,376.17499,0.507353891088725,"positive"
0.411,376.17602,0.349668705464305,"positive"
0.345,376.22458,0.406637939380079,"positive"
2.109,376.23227,0.438169974741459,"positive"
0.417,376.23271,0.185526815577513,"positive"
1.539,376.26816,0.419234292027347,"positive"
0.374,376.30501,0.27049513445804,"positive"
0.634,376.31259,0.0309231530614878,"positive"
0.557,376.31421,0.306590297934036,"positive"
0.771,376.32078,0.686459174068493,"positive"
0.641,376.3571,0.179596256554433,"positive"
3.227,376.80559,0.24818589362229,"positive"
4.167,377.12755,0.148697473755375,"positive"
1.104,377.13439,0.0198383115929295,"positive"
1.049,377.13516,0.117541905369806,"positive"
0.353,377.14824,0.309193469954282,"positive"
0.637,377.20787,0.306290768618454,"positive"
1.118,377.23143,0.438820720325805,"positive"
0.945,377.23209,0.475603523457676,"positive"
0.351,377.28713,0.490094207570098,"positive"
0.368,377.32576,0.551482871228845,"positive"
0.646,377.35979,0.55445884108499,"positive"
4.119,377.97587,0.00130685707578872,"positive"
0.513,378.12403,0.292050828238932,"positive"
4.406,378.13905,0.501254880271857,"positive"
0.704,378.14411,0.499511094251304,"positive"
0.368,378.20213,0.392107240136248,"positive"
0.488,378.24798,0.0100228157847094,"positive"
0.345,378.24858,0.692546167299834,"positive"
0.359,378.35839,0.590265727187652,"positive"
0.614,379.08775,0.500926771740113,"positive"
2.459,379.1037,0.41644083447459,"positive"
2.866,379.13567,0.0878332701029293,"positive"
0.372,379.20903,0.660137446686452,"positive"
0.515,379.2269,0.414244714073284,"positive"
0.969,379.24744,0.359200510118615,"positive"
0.434,379.28387,0.200677167118997,"positive"
0.383,379.30552,0.635351712336983,"positive"
0.348,379.32063,0.47738317034501,"positive"
0.352,379.35757,0.497760747114733,"positive"
0.542,380.1051,0.86883249402549,"positive"
0.376,380.11608,0.722421902484895,"positive"
0.537,380.15621,0.471695192833634,"positive"
0.519,380.19698,0.896917124277924,"positive"
3.282,380.25645,0.643196985912114,"positive"
0.612,380.27138,0.490208708244987,"positive"
0.372,380.33632,0.506674925284854,"positive"
0.462,380.33676,0.807967730042857,"positive"
0.348,380.35153,0.598439084965732,"positive"
4.88,381.07962,0.241803983486588,"positive"
0.619,381.08494,0.498976998792971,"positive"
2.543,381.17951,0.878601546858828,"positive"
3.403,381.17973,0.73476072292188,"positive"
2.217,381.17989,0.886944145361034,"positive"
2.927,381.17989,0.273889674332069,"positive"
3.032,381.18046,0.0103652214811647,"positive"
3.536,381.18048,0.146779767557543,"positive"
2.14,381.1807,0.0544364703700697,"positive"
0.378,381.19,0.612347411111562,"positive"
0.442,381.24728,0.367160769718413,"positive"
3.241,381.25112,0.747306758522932,"positive"
1.706,381.25143,0.571674572286853,"positive"
0.884,381.28722,0.52883569365692,"positive"
1.932,381.28738,0.175361857216299,"positive"
1.243,381.28911,0.750435498361488,"positive"
1.474,381.28917,0.137043466811784,"positive"
1.542,381.28944,0.518156353698445,"positive"
0.546,381.28948,0.569062561427057,"positive"
2.683,381.28963,0.895630354522709,"positive"
2.107,381.29021,0.827347838106995,"positive"
2.542,381.29046,0.573690086802124,"positive"
2.223,381.2914,0.802203160469696,"positive"
1.031,381.2956,0.81432259989361,"positive"
0.349,381.29941,0.893683913757356,"positive"
0.435,381.31267,0.486436349993521,"positive"
0.626,381.38387,0.493426767015128,"positive"
0.443,382.09811,0.494374887417757,"positive"
0.5,382.24375,0.298838958348757,"positive"
2.042,382.25835,0.308067389682717,"positive"
0.858,382.27906,0.503162511750503,"positive"
0.383,382.27961,0.479175886754253,"positive"
0.666,382.2865,0.553724362629247,"positive"
1.419,382.29492,0.505461909766407,"positive"
0.386,382.31627,0.66162639213308,"positive"
0.585,382.36801,0.423126647117666,"positive"
0.353,382.36859,0.365678782964462,"positive"
0.589,382.42286,0.153225835102206,"positive"
0.536,382.43901,0.56429269558242,"positive"
1.382,382.5042,0.492871709081949,"positive"
1.382,382.8505,0.476086326143074,"positive"
0.587,383.09087,0.506794282317567,"positive"
4.401,383.09429,0.49812522128723,"positive"
0.333,383.14048,0.0225888389001401,"positive"
3.207,383.14573,0.429403027677197,"positive"
0.446,383.1604,0.40803985509753,"positive"
0.408,383.18412,0.499874772972259,"positive"
4.054,383.20359,0.103056711453944,"positive"
0.341,383.20585,0.338060884296532,"positive"
1.383,383.22047,0.262248655233531,"positive"
0.35,383.2419,0.0976253137221749,"positive"
0.42,383.26827,0.673336962239825,"positive"
0.517,383.30128,0.690378702351414,"positive"
0.351,383.33003,0.585473609491532,"positive"
1.382,383.5769,0.997628290274756,"positive"
1.379,383.92933,0.582907293207363,"positive"
0.467,384.06128,0.525915746146041,"positive"
0.579,384.06209,0.4993832086975,"positive"
0.445,384.09473,0.499637197619548,"positive"
0.432,384.20784,0.573288337203391,"positive"
0.796,384.22243,0.106702065132068,"positive"
0.621,384.22253,0.0340713538861114,"positive"
0.431,384.2592,0.589322750045616,"positive"
1.989,384.2742,0.416318411405124,"positive"
1.675,384.27448,0.826175279759054,"positive"
0.744,384.29168,0.755758833788359,"positive"
1.389,384.29367,0.229578031982663,"positive"
0.407,384.29515,0.520431765380311,"positive"
0.997,384.29626,0.27723587819394,"positive"
0.545,384.34661,0.437705982479376,"positive"
0.373,384.35822,0.957487869402291,"positive"
2.004,384.77121,0.356927254693525,"positive"
1.91,384.77135,0.666606803920975,"positive"
2.096,384.77146,0.332131308958853,"positive"
1.788,384.77152,0.498792588268653,"positive"
2.22,384.77158,0.895072056151413,"positive"
2.098,384.82669,0.231093489973044,"positive"
2.014,384.82708,0.222218936278974,"positive"
3.262,385.16267,0.921917791042083,"positive"
4.063,385.1818,0.956877313666534,"positive"
0.463,385.19676,0.54640091371218,"positive"
0.362,385.20081,0.601766200933276,"positive"
2.862,385.21765,0.084405552438602,"positive"
0.711,385.25419,0.938954222014549,"positive"
0.342,385.25874,0.19955584859335,"positive"
1.462,385.27253,0.937842642858974,"positive"
2.095,385.27313,0.302573083791979,"positive"
0.443,385.29261,0.486660901522757,"positive"
0.7,385.3077,0.0598299924037028,"positive"
0.692,385.32654,0.216818743882855,"positive"
0.968,385.37851,0.183031107266564,"positive"
0.852,385.37906,0.498996725295318,"positive"
0.389,386.07736,0.499851744318306,"positive"
0.581,386.07782,0.499873822514665,"positive"
4.065,386.12245,0.197408972759133,"positive"
3.406,386.12327,0.146212291405847,"positive"
3.525,386.12362,0.073239463898107,"positive"
4.226,386.1555,0.499594714548328,"positive"
0.351,386.1609,0.677629671646254,"positive"
2.548,386.16731,0.00533937921514989,"positive"
2.77,386.2378,0.376399053375436,"positive"
0.381,386.25324,0.651524922401164,"positive"
0.617,386.25506,0.575766507791301,"positive"
0.455,386.27427,0.198292394261608,"positive"
1.636,386.28951,0.906307795836139,"positive"
1.952,386.29005,0.532701122204244,"positive"
0.639,386.29034,0.270735349573001,"positive"
1.405,386.32611,0.132026349176911,"positive"
0.425,386.32652,0.452930439048648,"positive"
0.716,386.3653,0.821199504723074,"positive"
0.422,387.09947,0.30418654630723,"positive"
0.492,387.13792,0.523980897074955,"positive"
0.409,387.19293,0.512312671448348,"positive"
4.061,387.19897,0.421394994752986,"positive"
0.376,387.23707,0.763373278214447,"positive"
0.685,387.23771,0.417034716056287,"positive"
1.132,387.24862,0.134991016459145,"positive"
1.979,387.24868,0.0638886282121189,"positive"
0.444,387.25181,0.499815934367548,"positive"
0.434,387.27859,0.263343841279085,"positive"
0.348,387.3266,0.248534211815617,"positive"
0.55,387.35815,0.295062253116873,"positive"
4.217,388.0394,0.601159045310366,"positive"
4.153,388.05691,0.127511658934874,"positive"
0.699,388.19742,0.688438265531983,"positive"
5.969,388.22983,0.315085912500686,"positive"
0.416,388.23235,0.225639044590637,"positive"
1.452,388.25317,0.147150060942109,"positive"
1.243,388.25343,0.399384104225127,"positive"
0.704,388.25363,0.394351061284828,"positive"
2.405,388.25894,0.39168383577648,"positive"
0.342,388.26958,0.195886944476188,"positive"
5.804,388.29198,0.0213722947036293,"positive"
0.611,388.29747,0.723741581829566,"positive"
1.945,388.30574,0.784732818329984,"positive"
0.634,388.31949,0.598506422804869,"positive"
0.342,388.32554,0.738951704568796,"positive"
0.881,388.34191,0.42059193898341,"positive"
0.45,388.34191,0.542059005688128,"positive"
0.7,388.35391,0.0896177247950909,"positive"
0.562,388.3935,0.0158972519450781,"positive"
0.562,388.43593,0.0314861482771983,"positive"
4.149,389.05855,0.54587426595279,"positive"
4.152,389.12647,0.0605078565442311,"positive"
1.081,389.16228,0.411977299376523,"positive"
0.657,389.17729,0.465072318467835,"positive"
0.897,389.25323,0.0774958467300925,"positive"
1.039,389.25338,0.665238736778575,"positive"
0.4,389.34136,0.452632246811757,"positive"
0.875,389.58679,0.125112302026927,"positive"
1.018,389.58762,0.982791508423791,"positive"
0.885,389.92132,0.850672047116441,"positive"
1.054,389.92158,0.158162608672854,"positive"
0.373,390.2116,0.484871496045313,"positive"
1.119,390.22817,0.496757028507574,"positive"
1.158,390.24876,0.117580001217794,"positive"
1.503,390.26314,0.514646105114959,"positive"
0.342,390.2852,0.232482560323986,"positive"
0.836,390.35778,0.970643498057008,"positive"
0.974,390.73265,0.270164220343527,"positive"
4.152,391.14423,0.0142322512640069,"positive"
1.077,391.16021,0.805516383315435,"positive"
0.352,391.16369,0.458494613861325,"positive"
0.345,391.20336,0.402594611715644,"positive"
0.453,391.28365,0.50141238525427,"positive"
0.34,391.28438,0.212830714870368,"positive"
0.367,391.34155,0.584060186193534,"positive"
0.411,391.35663,0.306770691094032,"positive"
0.461,391.49405,0.588370751493711,"positive"
0.458,391.74453,0.250253357824887,"positive"
1.686,391.77998,0.510289010279803,"positive"
2.986,391.96025,0.487910988590019,"positive"
0.44,392.0646,0.496577559827652,"positive"
1.615,392.1519,0.259787673823848,"positive"
1.432,392.27922,0.337559532010731,"positive"
1.371,392.50011,0.575508567778003,"positive"
1.003,392.74829,0.539188508615224,"positive"
1.37,392.85961,0.978111983934885,"positive"
0.467,393.15194,0.878898474416041,"positive"
0.707,393.20808,0.390156058308977,"positive"
0.361,393.20823,0.413897076075639,"positive"
0.38,393.22547,0.623031575399194,"positive"
1.369,393.2321,0.558051933503748,"positive"
0.994,393.24972,0.852386504548749,"positive"
4.064,393.30907,0.903071208460046,"positive"
0.575,393.31132,0.460137517984531,"positive"
0.381,393.32023,0.658465500076479,"positive"
0.347,393.37136,0.67884649873322,"positive"
1.369,393.57623,0.446462965951743,"positive"
0.635,393.75447,0.573567321857033,"positive"
0.737,393.75454,0.507905482045802,"positive"
2.522,393.93005,0.251626007744959,"positive"
1.372,393.94141,0.746297219451805,"positive"
0.493,394.12036,0.357825186084156,"positive"
0.375,394.24231,0.502487698400095,"positive"
0.362,394.29281,0.0109614891865,"positive"
1.426,394.29489,0.328717376315334,"positive"
0.55,394.2995,0.301805655429953,"positive"
0.572,394.32291,0.489204730023925,"positive"
0.369,394.35226,0.547295776037897,"positive"
2.04,394.51731,0.637229701912011,"positive"
0.673,395.18156,0.272686908736558,"positive"
2.109,395.19434,0.684501470051898,"positive"
0.352,395.19511,0.415359060119364,"positive"
2.222,395.19559,0.0953245359322188,"positive"
3.396,395.1957,0.861342993807639,"positive"
2.5,395.30438,0.600946562502876,"positive"
1.539,395.30443,0.488826990294279,"positive"
2.228,395.30453,0.438534769408937,"positive"
0.545,395.30458,0.869419855706874,"positive"
0.352,395.30471,0.646732853876347,"positive"
2.681,395.30474,0.282001511311111,"positive"
2.106,395.30477,0.439532661950596,"positive"
1.238,395.30479,0.546964538746536,"positive"
0.887,395.30482,0.808180589284483,"positive"
1.817,395.30485,0.420177791777007,"positive"
2.046,395.30538,0.784622379769353,"positive"
1.931,395.30547,0.997350081614832,"positive"
1.987,395.30577,0.442731872880948,"positive"
1.027,395.30826,0.457699507551285,"positive"
0.4,395.36254,0.229229259477009,"positive"
0.404,395.57607,0.55513558307219,"positive"
0.646,395.75744,0.70776646498918,"positive"
0.352,396.14744,0.645097421426933,"positive"
0.427,396.25839,0.48438881928447,"positive"
0.351,396.30883,0.42586892282044,"positive"
1.404,396.31076,0.412063216539769,"positive"
0.572,396.32007,0.434159457652796,"positive"
0.383,396.33197,0.624600968914444,"positive"
0.466,396.34726,0.214733668059998,"positive"
0.338,396.4196,0.477075396502317,"positive"
0.569,396.4558,0.607958773479766,"positive"
3.209,397.16119,0.59680675458818,"positive"
0.392,397.20064,0.750014542121096,"positive"
1.596,397.24662,0.526752591171624,"positive"
0.413,397.28366,0.0354008828368739,"positive"
2.597,397.30586,0.167396283224169,"positive"
0.518,397.30896,0.0590926942656223,"positive"
0.347,397.34543,0.563049773796115,"positive"
0.704,397.37844,0.500842353058656,"positive"
0.586,397.74909,0.514220146703288,"positive"
1.731,397.79692,0.195540399367037,"positive"
1.499,397.79798,0.509614284583962,"positive"
1.638,397.79962,0.499838047736348,"positive"
0.345,398.25325,0.604682973648228,"positive"
0.978,398.27381,0.281827960399463,"positive"
0.389,398.27427,0.506638912367647,"positive"
0.737,398.27429,0.335946201346408,"positive"
0.442,398.2745,0.1732941308682,"positive"
1.374,398.3259,0.76698180849371,"positive"
0.924,398.34101,0.147012908135413,"positive"
0.718,398.36256,0.6218034003335,"positive"
0.369,398.37391,0.607173276546234,"positive"
0.886,398.7691,0.547397391197238,"positive"
2.927,399.20782,0.336443553795662,"positive"
0.884,399.20802,0.492459961426564,"positive"
0.477,399.20821,0.501571332829711,"positive"
3.016,399.20855,0.897080884364301,"positive"
1.497,399.20858,0.800321387732702,"positive"
0.969,399.24564,0.236124928927312,"positive"
1.164,399.24632,0.645820460992002,"positive"
0.79,399.24655,0.220999674858277,"positive"
0.348,399.2507,0.478249764204069,"positive"
1.931,399.2563,0.219608834487211,"positive"
1.821,399.25664,0.518365671118834,"positive"
0.542,399.26458,0.430834762611323,"positive"
0.367,399.2737,0.226268618326447,"positive"
0.442,399.2776,0.499155251732357,"positive"
4.059,399.30669,0.114551747290596,"positive"
0.375,399.31053,0.153391043905871,"positive"
0.353,399.32625,0.18301587365606,"positive"
2.029,399.35582,0.346354042782966,"positive"
2.219,399.35589,0.844751960520283,"positive"
0.42,399.35612,0.543090044832249,"positive"
1.556,399.35768,0.150385614178345,"positive"
1.244,399.35822,0.540758053328963,"positive"
1.942,399.35824,0.302219812615551,"positive"
0.942,399.39521,0.233590266798086,"positive"
2.015,399.59097,0.211452451805394,"positive"
1.811,399.59151,0.238234384586471,"positive"
1.161,399.74785,0.500098266398469,"positive"
0.533,399.76588,0.328425485649987,"positive"
0.342,400.18132,0.684693177423383,"positive"
0.35,400.21501,0.92523562736334,"positive"
0.588,400.25266,0.522546053209653,"positive"
2.215,400.26896,0.380744352290893,"positive"
0.343,400.27023,0.231960019281793,"positive"
0.465,400.29043,0.425700111110386,"positive"
0.373,400.30658,0.840327070746457,"positive"
0.776,400.34084,0.0808165463723593,"positive"
1.362,400.34167,0.321439800301631,"positive"
0.874,400.3424,0.615911037104338,"positive"
0.709,400.37857,0.523391363625177,"positive"
3.255,401.15697,0.137507939827828,"positive"
0.727,401.18525,0.434502369147446,"positive"
0.887,401.2051,0.47481110638984,"positive"
1.509,401.2059,0.71771063045011,"positive"
0.352,401.21645,0.164751672802338,"positive"
0.537,401.25748,0.502329684056106,"positive"
1,401.26111,0.499030843929422,"positive"
0.44,401.26628,0.423017260238737,"positive"
0.341,401.29034,0.264110721598421,"positive"
0.999,401.31735,0.552575102024899,"positive"
0.574,401.33644,0.242495719502684,"positive"
0.36,401.34073,0.397525286326439,"positive"
1.706,401.34846,0.40203177369788,"positive"
2.214,401.34858,0.758421051047855,"positive"
1.359,401.4908,0.866119873552584,"positive"
0.512,402.07206,0.495880947443358,"positive"
3.405,402.09692,0.104720932338115,"positive"
3.226,402.09775,0.876702733310026,"positive"
1.401,402.21143,0.973511103060117,"positive"
2.85,402.2328,0.0970636923151925,"positive"
0.522,402.26869,0.631323946015875,"positive"
0.603,402.2697,0.267582720106861,"positive"
2.211,402.28478,0.0741479920057811,"positive"
0.342,402.28535,0.270595341802442,"positive"
0.866,402.35745,0.418184345254954,"positive"
2.22,402.35795,0.582178736199185,"positive"
0.58,402.37355,0.412516134833343,"positive"
0.864,402.45923,0.475072184709249,"positive"
1.362,402.5776,0.791550616032635,"positive"
0.496,403.11027,0.4700797219608,"positive"
0.376,403.13758,0.630726652399995,"positive"
3.406,403.15004,0.222021557538303,"positive"
4.064,403.19306,0.165731976746801,"positive"
0.342,403.23292,0.51711388609081,"positive"
2.31,403.24331,0.115340366159334,"positive"
2.641,403.24337,0.377327707391495,"positive"
0.407,403.24768,0.595775292628538,"positive"
0.415,403.35689,0.499444383269459,"positive"
0.355,403.37816,0.887922148314707,"positive"
0.866,403.41747,0.482924229176043,"positive"
0.909,403.92931,0.505009217701708,"positive"
0.355,404.23602,0.25700614914223,"positive"
0.656,404.2464,0.453656513898007,"positive"
0.909,404.2621,0.405775238682428,"positive"
1.591,404.26275,0.179355148677367,"positive"
0.694,404.33604,0.528502256463898,"positive"
0.652,405.1515,0.260899783731308,"positive"
1.771,405.15925,0.509123820794797,"positive"
0.434,405.18839,0.894580081208334,"positive"
0.358,405.20929,0.790739813739819,"positive"
0.361,405.23827,0.519144755099073,"positive"
0.359,405.26348,0.639776474225474,"positive"
1.994,405.27288,0.333006640845017,"positive"
0.384,405.29996,0.501067386171153,"positive"
0.35,405.31854,0.470693220130725,"positive"
0.348,405.33661,0.613009134639546,"positive"
0.365,405.35729,0.636135220548957,"positive"
0.414,405.37296,0.48282304480488,"positive"
2.058,405.52409,0.359130363884965,"positive"
1.986,405.52435,0.481554539145801,"positive"
1.871,405.52523,0.694165141538195,"positive"
2.31,405.59671,0.257300098088775,"positive"
0.453,405.78393,0.111952682841243,"positive"
2.312,405.93098,0.0741637977789754,"positive"
5.157,406.1324,0.0860740213200632,"positive"
0.343,406.24115,0.289300425034975,"positive"
0.547,406.2716,0.329506957766163,"positive"
2.64,406.29065,0.308507906645511,"positive"
2.231,406.78407,0.501075039246152,"positive"
2.059,406.78448,0.213780604836247,"positive"
2.358,406.78467,0.22254444436107,"positive"
1.948,406.78525,0.939599469581422,"positive"
1.794,406.78538,0.979717949459707,"positive"
1.194,407.13693,0.158065995631384,"positive"
4.772,407.15192,0.586630760789185,"positive"
2.848,407.18742,0.13457376987951,"positive"
0.352,407.20108,0.535664270466166,"positive"
0.377,407.2433,0.954034692096301,"positive"
0.348,407.27935,0.521375867222763,"positive"
0.379,407.33689,0.523010121752626,"positive"
0.462,407.34667,0.504041293757305,"positive"
0.345,407.35192,0.467452005849915,"positive"
0.438,408.03851,0.500840715333016,"positive"
0.377,408.12056,0.10884892603439,"positive"
0.357,408.14646,0.617421954102922,"positive"
2.128,408.17903,0.0177724880591918,"positive"
3.159,408.1791,0.860072692770747,"positive"
2.983,408.17931,0.466510192981636,"positive"
2.218,408.17958,0.407128118126342,"positive"
3.404,408.17968,0.590083033070188,"positive"
2.54,408.17972,0.491264916386606,"positive"
3.524,408.17991,0.702801400450902,"positive"
0.376,408.21353,0.5769838796899,"positive"
2.94,408.24293,0.495293147113349,"positive"
0.887,408.24439,0.645866151165836,"positive"
2.77,408.24979,0.223456604086028,"positive"
0.62,408.26926,0.636355617568355,"positive"
0.6,408.30153,0.460636680760483,"positive"
0.359,408.30812,0.587510407618525,"positive"
1.942,408.32387,0.882051678885004,"positive"
2.107,408.3674,0.894880352807553,"positive"
0.367,408.36804,0.566768525196144,"positive"
0.454,408.36837,0.809252078166678,"positive"
3.392,409.06691,0.0166753529340054,"positive"
1.194,409.13379,0.151710939905624,"positive"
0.355,409.15073,0.177896073859153,"positive"
1.031,409.18012,0.0651859643705039,"positive"
0.71,409.1828,0.446512614676988,"positive"
0.353,409.19889,0.659738883513202,"positive"
1.623,409.28246,0.5816299187843,"positive"
3.243,409.28314,0.715648210233638,"positive"
2.516,409.31938,0.778250104198988,"positive"
0.892,409.31946,0.414075847075116,"positive"
1.473,409.31988,0.81398140582235,"positive"
2.107,409.32019,0.534383021563881,"positive"
1.543,409.32023,0.855464179583278,"positive"
1.971,409.32023,0.464837556413812,"positive"
1.84,409.32033,0.540467262980301,"positive"
2.226,409.32047,0.633327372271196,"positive"
1.238,409.32049,0.454010773539001,"positive"
0.351,409.3205,0.276014494933924,"positive"
0.543,409.32082,0.729069160124771,"positive"
2.683,409.32085,0.921632901254744,"positive"
2.049,409.32092,0.528840320732289,"positive"
1.705,409.32137,0.321590720993755,"positive"
0.447,409.34146,0.318842906738085,"positive"
0.966,409.70962,0.389003957088755,"positive"
0.891,409.76377,0.843235098298331,"positive"
0.888,410.01483,0.669493982603736,"positive"
3.392,410.06531,0.0404523150175034,"positive"
0.397,410.08769,0.409275196696921,"positive"
0.391,410.11777,0.127930819710306,"positive"
4.587,410.16203,0.298084638947411,"positive"
0.355,410.16218,0.6651794470788,"positive"
0.41,410.27427,0.499102181246499,"positive"
